schema_version,service_id,airport_id,service_type,availability_raw,provider_name,service_class,description,location,opening_hours,rating_raw,review_note,confidence,notes,source_primary,source_reviews,data_checked_at,half_day_price,full_day_price,deposit_price,price_currency
1.2,EDBN:restaurant,EDBN,restaurant,Ja – am Platz,Fly Inn,Restaurant,Flughafenrestaurant,Am Flugplatz,Öffnungszeiten nicht veröffentlicht; vorab telefonisch bestätigen,,,mittel,,https://www.flughafen-neubrandenburg.de/index.php?Itemid=104&id=7&option=com_content&view=article,,2026-08-16,,,,
1.2,EDCG:app2drive,EDCG,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,mittel,Aktuelle Anbieter- und Fahrzeugverfügbarkeit vorab bestätigen.,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDCG:bicycle,EDCG,bicycle,Ja – direkt am Platz,Flugplatz Güttin,Fahrräder nach Vorbestellung,,,,,,mittel,Aktuelle Anbieter- und Fahrzeugverfügbarkeit vorab bestätigen.,https://www.flugplatz-ruegen.de/,,2026-08-02
1.2,EDCG:rental_car,EDCG,rental_car,Ja – direkt am Platz,Flugplatz / lokaler Vermieter,Lokaler Mietwagen nach Vorbestellung,,,,,,mittel,Aktuelle Anbieter- und Fahrzeugverfügbarkeit vorab bestätigen.,https://www.flugplatz-ruegen.de/,,2026-08-02
1.2,EDCG:restaurant,EDCG,restaurant,available,Flugplatzrestaurant Güttin,Restaurant,"Deutsche Küche, Kaffee und Kuchen",,,positiv,"Pilotenberichte beschreiben gutes, unkompliziertes Restaurant.",mittel,Aktuelle Anbieter- und Fahrzeugverfügbarkeit vorab bestätigen.,https://www.flugplatz-ruegen.de/,https://www.euroga.org/forums/trips-airports,2026-08-02
1.2,EDFM:restaurant,EDFM,restaurant,Ja – direkt am Platz,Caffè Chicco d’Oro,Café/Bistro,"Frühstück, Bistrogerichte, Salate und Kuchen",In der Ankunfts-/Abflughalle,Mo–Fr 09:00–18:00; Sa 09:00–17:00; So 10:00–17:00,,,hoch,,https://www.caffe-chicco-doro-mannheim.de/,,2026-08-16,,,,
1.2,EDFR:app2drive,EDFR,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,"Altstadt per Fahrrad, Taxi oder zu Fuß erreichbar. An schönen Tagen häufig Fallschirmsprungbetrieb; Dezember bis Februar PPR.",https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDFR:bicycle,EDFR,bicycle,Ja – direkt am Platz,Aero-Club Rothenburg o. T.,Kostenlose Fahrräder des Aero-Clubs,,,,,,hoch,"Altstadt per Fahrrad, Taxi oder zu Fuß erreichbar. An schönen Tagen häufig Fallschirmsprungbetrieb; Dezember bis Februar PPR.",https://www.edfr.de/piloten-besucher/,,2026-08-02
1.2,EDFR:rental_car,EDFR,rental_car,Keine belastbare Bestätigung,,,,,,,,hoch,"Altstadt per Fahrrad, Taxi oder zu Fuß erreichbar. An schönen Tagen häufig Fallschirmsprungbetrieb; Dezember bis Februar PPR.",https://www.edfr.de/piloten-besucher/,,2026-08-02
1.2,EDFR:restaurant,EDFR,restaurant,available,Trattoria Volare,Restaurant,"Italienische Trattoria direkt am Flugplatz; Dienstag bis Sonntag, im Winter saisonal geschlossen",,,keine belastbare Bewertungsbasis,Öffentliches Restaurant am Platz bestätigt; aktuelle Öffnung vor Anflug prüfen.,hoch,"Altstadt per Fahrrad, Taxi oder zu Fuß erreichbar. An schönen Tagen häufig Fallschirmsprungbetrieb; Dezember bis Februar PPR.",https://www.edfr.de/piloten-besucher/,,2026-08-02
1.2,EDGE:app2drive,EDGE,app2drive,Ja – offizielle Station,Flugplatz Eisenach-Kindel,app_carsharing,,,,,,hoch,,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDGE:bicycle,EDGE,bicycle,Keine belastbare Bestätigung,,,,,,,,hoch,,https://www.flugplatz-eisenach.de/,,2026-08-02
1.2,EDGE:rental_car,EDGE,rental_car,Ja – direkt am Platz,app2drive,App-Carsharing direkt am Platz,,,,,,hoch,,https://www.flugplatz-eisenach.de/,,2026-08-02
1.2,EDGE:restaurant,EDGE,restaurant,available,Propeller,Restaurant,Deutsche und internationale Küche; Biergarten,,,positiv,"Beliebtes Ausflugslokal am Flugplatz, häufig für Terrasse und solide Küche gelobt.",hoch,,https://www.flugplatz-eisenach.de/,https://www.tripadvisor.de/Restaurant_Review-g198480-d13434356-Reviews-Flugplatzrestaurant_Propeller-Eisenach_Thuringia.html,2026-08-02
1.2,EDGS:restaurant,EDGS,restaurant,Ja – direkt am Platz,Toscana Stübchen,Restaurant,"Italienische Küche und Mittagstisch",Direkt am Terminal,Mo geschlossen; Di–Do 11:00–14:30 und 17:00–21:00; Fr–So/Feiertag 11:00–21:00,,,hoch,,https://www.siegerland-airport.de/en/our-airport/restaurant-2/,,2026-08-16,,,,
1.2,EDHL:app2drive,EDHL,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,"Restaurant liegt unmittelbar gegenüber dem Parkplatz, nicht airside.",https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDHL:bicycle,EDHL,bicycle,Keine belastbare Bestätigung,,,,,,,,hoch,"Restaurant liegt unmittelbar gegenüber dem Parkplatz, nicht airside.",https://www.flughafen-luebeck.de/en/car-rental,,2026-08-02
1.2,EDHL:rental_car,EDHL,rental_car,Ja – direkt am Platz,Flughafen-E-Cars; Enterprise; Sixt/Europcar nach Vorbuchung,Flugplatz + große Vermieter,,,,,,hoch,"Restaurant liegt unmittelbar gegenüber dem Parkplatz, nicht airside.",https://www.flughafen-luebeck.de/en/car-rental,,2026-08-02
1.2,EDHL:restaurant,EDHL,restaurant,Ja – im Terminal,Flughafen-Bistro,Bistro/Café,"Kleine warme Gerichte, Kuchen und Kaffeespezialitäten",Öffentlicher Terminalbereich,Mo–So 08:00–17:00,,,hoch,,https://www.flughafen-luebeck.de/de/bistro,,2026-08-16,,,,
1.2,EDKA:app2drive,EDKA,app2drive,Ja – offizielle Station,Forschungsflugplatz Würselen-Aachen,app_carsharing,,,,,,hoch,Aktuelle Öffnung vor Anflug kurz prüfen; einzelne ältere Verzeichnisse waren widersprüchlich.,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDKA:bicycle,EDKA,bicycle,Keine belastbare Bestätigung,,,,,,,,hoch,Aktuelle Öffnung vor Anflug kurz prüfen; einzelne ältere Verzeichnisse waren widersprüchlich.,https://www.restaurant-albatros.com/,,2026-08-02
1.2,EDKA:rental_car,EDKA,rental_car,Ja – direkt am Platz,app2drive,App-Carsharing am Tower,,,,,,hoch,Aktuelle Öffnung vor Anflug kurz prüfen; einzelne ältere Verzeichnisse waren widersprüchlich.,https://www.restaurant-albatros.com/,,2026-08-02
1.2,EDKA:restaurant,EDKA,restaurant,available,Restaurant Albatros,Restaurant,"Vollwertiges Restaurant; frische internationale/deutsche Gerichte, Salatbuffet",,,positiv,"Viele sehr gute Rückmeldungen zu Essen, Terrasse und Service; Reservierung wird empfohlen.",hoch,Aktuelle Öffnung vor Anflug kurz prüfen; einzelne ältere Verzeichnisse waren widersprüchlich.,https://www.restaurant-albatros.com/,https://www.restaurant-albatros.com/testimonial/bewertung-04/,2026-08-02
1.2,EDKM:app2drive,EDKM,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,,https://www.app2drive.com/en/stations/,,2026-08-03
1.2,EDKM:bicycle,EDKM,bicycle,Keine belastbare Bestätigung für Verleih am Platz,,,,,,,,mittel,Hennesee und Radwege per Taxi oder eigenem Fahrrad erreichbar.,https://www.meschede.de/freizeit-kultur/ferienregion-touristinfo,,2026-08-03
1.2,EDKM:rental_car,EDKM,rental_car,Keine belastbare Bestätigung direkt am Platz,,,,,,,,mittel,Taxi vorbestellen.,https://flugplatz-meschede.de/,,2026-08-03
1.2,EDKM:restaurant,EDKM,restaurant,available,Café Restaurant Wolkenstürmer,Café / Restaurant,Vollwertige Gastronomie mit Terrasse und Blick auf den Flugbetrieb,direkt am Flugplatz,"aktuelle Zeiten vor Abflug prüfen; extern zuletzt Di geschlossen, sonst überwiegend mittags/abends","Google 4,7/5 (66 Bewertungen)","Prinzipiell sehr positives Communitybild zu Essen, Service und Atmosphäre.",mittel,Betreiber-/Portalzeiten widersprechen älteren Angaben des Flugplatzes; telefonisch prüfen.,https://flugplatz-meschede.de/,https://de.restaurantguru.com/Wolkensturmer-Meschede,2026-08-03
1.2,EDLD:restaurant,EDLD,restaurant,Ja – direkt am Platz,Taverna Ikaros,Restaurant,Griechische und deutsche Küche,Direkt am Platz,Öffnungszeiten auf der Betreiberseite nicht veröffentlicht; vorab telefonisch bestätigen,,,hoch,,https://www.ikarostaverneflugplatzschwarzeheide.com/,,2026-08-16,,,,
1.2,EDLE:restaurant,EDLE,restaurant,Ja – direkt am Platz,Checkin Café & Bar,Café/Restaurant,"Mittagstisch, Bistrogerichte, Kaffee und Kuchen",Direkt am Platz,Mo/Di geschlossen; Mi–Fr 11:00–17:00; Sa/So/Feiertag 11:00–18:00,,,hoch,,https://www.checkin-cafe.de/,,2026-08-16,,,,
1.2,EDLH:restaurant,EDLH,restaurant,Ja – direkt am Platz,Restaurant am Flugplatz,Restaurant,Restaurant mit Blick auf die Bahn,Direkt am Platz,Mo geschlossen; Di–So etwa 11:00–22:00,,,hoch,Öffnungszeiten vorab prüfen.,https://www.restaurant-am-flugplatz.de/kontakt/,,2026-08-16,,,,
1.2,EDLN:restaurant,EDLN,restaurant,Nein – keine öffentliche spontane Gastronomie bestätigt,Catering über Handling,Catering,Vorbestelltes Catering ist möglich,Am GAT,Kein öffentliches Restaurant mit verlässlichen Öffnungszeiten bestätigt,,,hoch,Catering vorab organisieren.,https://www.mgl.de/aviation/,,2026-08-16,,,,
1.2,EDLS:restaurant,EDLS,restaurant,Ja – direkt am Platz,Flugplatzrestaurant Stadtlohn,Restaurant,Warme Küche und Terrasse,Direkt am Platz,Mo geschlossen; Di–So 10:00–21:00,,,hoch,,https://www.flugplatz-stadtlohn.de/index.php?L=1&id=79,,2026-08-16,,,,
1.2,EDMA:restaurant,EDMA,restaurant,Ja – direkt am Platz,Triebwerk Café-Bar,Café/Restaurant,Café-Bar und Restaurant,Direkt am Platz,Mo geschlossen; Di–Fr 11:30–22:00; Sa/So 10:00–22:00,,,mittel bis hoch,Zeiten vorab auf der Restaurantseite prüfen.,https://triebwerk-augsburg.de/,,2026-08-16,,,,
1.2,EDME:restaurant,EDME,restaurant,Ja – direkt am Platz,Pizzeria Fiumicino,Restaurant,Italienische Küche,Direkt am Flugplatz,Mo/Di geschlossen; Öffnungszeiten Mi–So vorab bestätigen,,,mittel bis hoch,,https://www.pizzafiumicino.de/,,2026-08-16,,,,
1.2,EDML:restaurant,EDML,restaurant,Ja – direkt am Platz,Fliegerpfandl,Restaurant,Kroatisch-bayerische Küche und durchgehend warme Küche,Direkt am Platz,"Mai–Sep täglich 10:00–22:00, Küche 11:00–21:00; Okt–Apr Mo/Di 10:00–14:00, Mi–So 10:00–21:00",,,hoch,,https://www.fliegerpfandl.de/kontakt/,,2026-08-16,,,,
1.2,EDMV:restaurant,EDMV,restaurant,Ja – direkt am Platz,Flugplatzrestaurant Vilshofen,Restaurant/Café,Restaurant mit Terrasse,Direkt am Platz,Mo/Di geschlossen; aktuelle Zeiten Mi–So vorab bestätigen,,,hoch,Für November 2026 ist ein Pächterwechsel angekündigt; danach erneut prüfen.,https://www.edmv.de/,,2026-08-16,,,,
1.2,EDNL:restaurant,EDNL,restaurant,Ja – direkt am Platz,Müller’s Fliegerstube,Restaurant,Restaurant mit warmer Küche,Direkt am Platz,"15.03.–31.10. täglich 10:00–20:00, Küche bis 19:30; 01.11.–14.03. So–Do 11:30–17:00, Fr/Sa 11:30–21:00",,,hoch,,https://www.ednl.de/service/,,2026-08-16,,,,
1.2,EDPA:restaurant,EDPA,restaurant,Ja – direkt am Platz,Flugplatz Restaurant Elchingen,Restaurant,"Balkan-Spezialitäten und Hausmannskost",Direkt am Platz,Mo geschlossen; Di–Sa 11:30–22:00; So 11:30–21:00,,,hoch,,https://flugplatzgaststaette-elchingen.eatbu.com/?lang=de,,2026-08-16,,,,
1.2,EDQA:app2drive,EDQA,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,Nur 1 NM nordöstlich des Stadtzentrums. Nach aktueller Betreiberinformation Online-PPR für alle An- und Abflüge; AVGAS 100LL vorhanden.,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDQA:bicycle,EDQA,bicycle,Keine belastbare Bestätigung,,,,,,,,hoch,Nur 1 NM nordöstlich des Stadtzentrums. Nach aktueller Betreiberinformation Online-PPR für alle An- und Abflüge; AVGAS 100LL vorhanden.,https://aeroclub-bamberg.de/gaststaette/,,2026-08-02
1.2,EDQA:rental_car,EDQA,rental_car,Keine belastbare Bestätigung,,,,,,,,hoch,Nur 1 NM nordöstlich des Stadtzentrums. Nach aktueller Betreiberinformation Online-PPR für alle An- und Abflüge; AVGAS 100LL vorhanden.,https://aeroclub-bamberg.de/gaststaette/,,2026-08-02
1.2,EDQA:restaurant,EDQA,restaurant,available,Azzurro Bamberg,Restaurant,"Restaurant direkt am Flugplatz; abends sowie am Wochenende mittags, saisonal Kaffee und Kuchen",,,keine belastbare Bewertungsbasis,Restaurant am Platz und Öffnungszeiten durch den Aero-Club bestätigt.,hoch,Nur 1 NM nordöstlich des Stadtzentrums. Nach aktueller Betreiberinformation Online-PPR für alle An- und Abflüge; AVGAS 100LL vorhanden.,https://aeroclub-bamberg.de/gaststaette/,,2026-08-02
1.2,EDRK:restaurant,EDRK,restaurant,Ja – direkt am Platz,Restaurant Delphi,Restaurant,Griechische und mediterrane Küche,Im Hauptgebäude,Mo–So warme Küche 12:00–20:30,,,hoch,,https://www.restaurant-delphi-winningen.de/unser-restaurant/,,2026-08-16,,,,
1.2,EDTD:restaurant,EDTD,restaurant,Ja – unmittelbar am Platz,Sombea Restaurant,Restaurant/Hotel,Regionale Küche sowie Hotelbar und Panorama-Terrasse,Unmittelbar neben dem Flugplatz,Öffnungszeiten nicht veröffentlicht; vorab beim Hotel bestätigen,,,hoch,,https://donau-airport.de/,,2026-08-16,,,,
1.2,EDTF:app2drive,EDTF,app2drive,Ja – offizielle Station,Flugplatz Freiburg-Breisgau (EDTF),app_carsharing,,,,,,hoch,"Straßenbahn, Bus, Bahn und Fahrrad sind verfügbar. Warnweste auf dem Vorfeld erforderlich; Pistensperrungen an Heimspieltagen des SC Freiburg beachten.",https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDTF:bicycle,EDTF,bicycle,Ja – direkt am Platz,Freiburg Airport,E-Bikes direkt durch den Flugplatz; 10 EUR pro Tag,,,,,,hoch,"Straßenbahn, Bus, Bahn und Fahrrad sind verfügbar. Warnweste auf dem Vorfeld erforderlich; Pistensperrungen an Heimspieltagen des SC Freiburg beachten.",https://freiburg-airport.de/,,2026-08-02
1.2,EDTF:rental_car,EDTF,rental_car,Ja – direkt am Platz,app2drive,App-Carsharing direkt am Flugplatz,,,,,,hoch,"Straßenbahn, Bus, Bahn und Fahrrad sind verfügbar. Warnweste auf dem Vorfeld erforderlich; Pistensperrungen an Heimspieltagen des SC Freiburg beachten.",https://freiburg-airport.de/,,2026-08-02
1.2,EDTF:restaurant,EDTF,restaurant,? – nur Crew-Lounge bestätigt,Crew-Lounge,Kaffee/Lounge,Kein öffentliches Vollrestaurant direkt am Flugplatz belastbar bestätigt,Direkt am Platz,Keine verlässlichen öffentlichen Restaurantzeiten,,,hoch,Kaffee und kurze Pause möglich; Vollrestaurant nicht voraussetzen.,https://freiburg-airport.de/einrichtungen/,,2026-08-16,,,,
1.2,EDTY:restaurant,EDTY,restaurant,Ja – direkt am Platz,COCKPITt,Restaurant,Flugplatzrestaurant mit Terrasse und Blick auf die Piste,Direkt am Flugplatz,Öffnungszeiten nicht belastbar veröffentlicht; vorab bestätigen,,,mittel bis hoch,,https://www.mfc-sha.de/unsere-infrastruktur/,,2026-08-16,,,,
1.2,EDTZ:app2drive,EDTZ,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,"Biergarten, Strandbad und Innenstadt sind mit dem Rad sehr gut erreichbar.",https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDTZ:bicycle,EDTZ,bicycle,Ja – direkt am Platz,Flugplatz Konstanz,Etwa 20 Leihräder direkt am Tower,,,,,,hoch,"Biergarten, Strandbad und Innenstadt sind mit dem Rad sehr gut erreichbar.",https://www.flugplatz-konstanz.de/informationen/fuer-piloten,,2026-08-02
1.2,EDTZ:rental_car,EDTZ,rental_car,Keine belastbare Bestätigung,,,,,,,,hoch,"Biergarten, Strandbad und Innenstadt sind mit dem Rad sehr gut erreichbar.",https://www.flugplatz-konstanz.de/informationen/fuer-piloten,,2026-08-02
1.2,EDTZ:restaurant,EDTZ,restaurant,available,,Keine belastbare Platzgastronomie,Kein festes öffentliches Restaurant am Platz bestätigt,,,keine belastbare Bewertungsbasis,,hoch,"Biergarten, Strandbad und Innenstadt sind mit dem Rad sehr gut erreichbar.",https://www.flugplatz-konstanz.de/informationen/fuer-piloten,,2026-08-02
1.2,EDVI:restaurant,EDVI,restaurant,Ja – direkt am Platz,Café am Räuschenberg,Café,"Kaffee, Kuchen und kleine Speisen",Direkt am Platz,Mo geschlossen; Di–Sa 11:00–18:00; So 09:30–18:00,,,hoch,,https://www.cafe-raeuschenberg.de/index.php/die-oeffnungszeiten,,2026-08-16,,,,
1.2,EDVK:restaurant,EDVK,restaurant,Ja – im Hauptterminal,Up & Away,Bistro,"Kaffeespezialitäten, Snacks sowie warme und kalte Speisen",Hauptterminal; Kaffeeautomat zusätzlich im GAT,Mo–So/Feiertag 10:30–16:00; zusätzlich zu Abflügen geöffnet,,,hoch,,https://www.kassel-airport.de/service-infos/gastronomie-shops/,,2026-08-16,,,,
1.2,EDWC:restaurant,EDWC,restaurant,Ja – direkt am Platz,Tillia’s Fly In,Restaurant,Flugplatzrestaurant,Direkt am Platz,Öffnungszeiten nicht veröffentlicht; vorab bestätigen,,,hoch,,https://www.edwc.de/index.php/restaurant,,2026-08-16,,,,
1.2,EDWF:restaurant,EDWF,restaurant,Ja – direkt am Platz,Flugplatzrestaurant Leer / Team Mondorf,Restaurant,"Frühstück, Mittag- und Abendessen sowie Kaffee und Kuchen",Direkt am Platz,Aktuelle Öffnungszeiten nur auf der Restaurantseite; vorab prüfen,,,hoch,,https://flugplatz-leer-papenburg.de/unsere-partner/flugplatz-restaurant-leer/,,2026-08-16,,,,
1.2,EDWG:app2drive,EDWG,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDWG:bicycle,EDWG,bicycle,Nein – nur in der Umgebung,Drei lokale Fahrradvermieter,"Etwa zehn Minuten zu Fuß, nicht am Platz",,,,,,hoch,,https://www.flugplatz-wangerooge.de/,,2026-08-02
1.2,EDWG:rental_car,EDWG,rental_car,Nein,,Autofreie Insel,,,,,,hoch,,https://www.flugplatz-wangerooge.de/,,2026-08-02
1.2,EDWG:restaurant,EDWG,restaurant,available,Flugplatzrestaurant/Hotel,Keine aktuelle Platzgastronomie,Bis auf Weiteres geschlossen,,,geschlossen,Aktuelle Betreiberinformation nennt Schließung.,hoch,,https://www.flugplatz-wangerooge.de/,https://www.wangerooge.de/inselguide/fahrradverleih,2026-08-02
1.2,EDWI:restaurant,EDWI,restaurant,Ja – direkt am Platz,Flugplatzrestaurant / Café und Biergarten,Restaurant/Café,Restaurant mit Café und Biergarten,Direkt am Platz,Mo geschlossen; Di–So 11:00–21:00,,,hoch,,https://www.edwi.info/,,2026-08-16,,,,
1.2,EDWJ:app2drive,EDWJ,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,mittel,Vor Anflug Öffnung und Fahrradbestand unbedingt bestätigen.,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDWJ:bicycle,EDWJ,bicycle,Ja – direkt am Platz,Flugplatz / Restaurant,"Normale Räder, Lastenräder und E-Bikes je nach Saison",,,,,,mittel,Vor Anflug Öffnung und Fahrradbestand unbedingt bestätigen.,https://www.flugplatz-juist.de/,,2026-08-02
1.2,EDWJ:rental_car,EDWJ,rental_car,Nein,,Autofreie Insel,,,,,,mittel,Vor Anflug Öffnung und Fahrradbestand unbedingt bestätigen.,https://www.flugplatz-juist.de/,,2026-08-02
1.2,EDWJ:restaurant,EDWJ,restaurant,available,Flugplatzrestaurant / Karma Sherpa,Restaurant,Nepalesische und deutsche Küche; saisonal und wechselnd,,,gemischt,"Piloten loben die praktische Lage und Küche, berichten aber auch von wechselnder Verfügbarkeit.",mittel,Vor Anflug Öffnung und Fahrradbestand unbedingt bestätigen.,https://www.flugplatz-juist.de/,https://www.euroga.org/forums/trips-airports,2026-08-02
1.2,EDWL:app2drive,EDWL,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDWL:bicycle,EDWL,bicycle,Nein – nur in der Umgebung,Rad & Roll,Lokaler Vermieter etwa drei Gehminuten vom Platz,,,,,,hoch,,https://www.flugplatz-langeoog.de/,,2026-08-02
1.2,EDWL:rental_car,EDWL,rental_car,Nein,,Autofreie Insel,,,,,,hoch,,https://www.flugplatz-langeoog.de/,,2026-08-02
1.2,EDWL:restaurant,EDWL,restaurant,available,,Keine aktuelle Platzgastronomie,Kein zuverlässig aktuelles Restaurant direkt am Platz,,,neutral,Pilotenberichte verweisen auf nahe Restaurants; am Platz selbst keine sichere aktuelle Gastronomie.,hoch,,https://www.flugplatz-langeoog.de/,https://www.tripadvisor.de/Attraction_Review-g651999-d17752715-Reviews-Rad_Roll-Langeoog_Lower_Saxony.html,2026-08-02
1.2,EDWR:app2drive,EDWR,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,mittel,"Fahrradstatus vorab bestätigen, da Quellen älter als Restaurantmeldung.",https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDWR:bicycle,EDWR,bicycle,Ja – direkt am Platz,Flugplatz / lokaler Partner,Leihfahrräder laut Platz-/UL-Verzeichnis,,,,,,mittel,"Fahrradstatus vorab bestätigen, da Quellen älter als Restaurantmeldung.",https://www.flugplatz-borkum.de/,,2026-08-02
1.2,EDWR:rental_car,EDWR,rental_car,Nein,,Insel; Mietwagen nicht sinnvoll,,,,,,mittel,"Fahrradstatus vorab bestätigen, da Quellen älter als Restaurantmeldung.",https://www.flugplatz-borkum.de/,,2026-08-02
1.2,EDWR:restaurant,EDWR,restaurant,available,,Keine aktuelle Platzgastronomie,Ehemaliges Restaurant nach aktuellem Pilotenbericht dauerhaft geschlossen,,,negativ/geschlossen,Ältere offizielle Verzeichnisse nennen noch Restaurant; aktuelle Piloteninformation spricht von Schließung.,mittel,"Fahrradstatus vorab bestätigen, da Quellen älter als Restaurantmeldung.",https://www.flugplatz-borkum.de/,https://airfield.directory/airfield/EDWR,2026-08-02
1.2,EDWY:app2drive,EDWY,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDWY:bicycle,EDWY,bicycle,Ja – direkt am Platz,Flugplatz / Restaurant,"Fahrräder direkt am Platz, am Wochenende reservieren",,,,,,hoch,,https://www.flugplatz-norderney.de/,,2026-08-02
1.2,EDWY:rental_car,EDWY,rental_car,Nein,,Autofreie bzw. stark eingeschränkte Inselmobilität,,,,,,hoch,,https://www.flugplatz-norderney.de/,,2026-08-02
1.2,EDWY:restaurant,EDWY,restaurant,available,Flugplatzrestaurant Norderney,Keine aktuelle Platzgastronomie,Derzeit im Umbau; Wiedereröffnung für Frühjahr 2027 angekündigt,,,geschlossen,Aktuell kein nutzbares Restaurant; ältere Bewertungen nicht mehr repräsentativ.,hoch,,https://www.flugplatz-norderney.de/,https://www.euroga.org/forums/trips-airports,2026-08-02
1.2,EDXH:app2drive,EDXH,app2drive,Nein – nicht in offizieller Stationsliste,,app_carsharing,,,,,,hoch,Für Düne/Helgoland ist Fußweg bzw. Fähre maßgeblich.,https://www.app2drive.com/en/stations/,,2026-08-02
1.2,EDXH:bicycle,EDXH,bicycle,Keine belastbare Bestätigung,,,,,,,,hoch,Für Düne/Helgoland ist Fußweg bzw. Fähre maßgeblich.,https://www.flugplatz-helgoland.de/,,2026-08-02
1.2,EDXH:rental_car,EDXH,rental_car,Nein,,Insel ohne normalen Mietwagenbedarf,,,,,,hoch,Für Düne/Helgoland ist Fußweg bzw. Fähre maßgeblich.,https://www.flugplatz-helgoland.de/,,2026-08-02
